date,daily cases,daily deaths,state
2020-05-16,23659.0,1225.0,US
2020-05-17,19014.0,844.0,US
2020-05-18,21827.0,846.0,US
2020-05-19,20977.0,1520.0,US
2020-05-20,23070.0,1477.0,US
2020-05-21,25733.0,1311.0,US
2020-05-22,23799.0,1288.0,US
2020-05-23,22268.0,1050.0,US
2020-05-24,20031.0,620.0,US
2020-05-25,19100.0,510.0,US
2020-05-26,18896.0,747.0,US
2020-05-27,18744.0,1485.0,US
2020-05-28,22512.0,1200.0,US
2020-05-29,24548.0,1190.0,US
2020-05-30,23397.0,963.0,US
2020-05-31,20634.0,604.0,US
2020-06-01,21897.0,734.0,US
2020-06-02,20791.0,1082.0,US
2020-06-03,19987.0,989.0,US
2020-06-04,21616.0,1008.0,US
2020-06-05,28709.0,1112.0,US
2020-06-06,22516.0,728.0,US
2020-06-07,18616.0,390.0,US
2020-06-08,18207.0,722.0,US
2020-06-09,18805.0,1030.0,US
2020-06-10,22852.0,929.0,US
2020-06-11,23202.0,877.0,US
2020-06-12,25493.0,779.0,US
2020-06-13,25334.0,692.0,US
2020-06-14,19130.0,317.0,US
2020-06-15,20117.0,448.0,US
2020-06-16,24885.0,769.0,US
2020-06-17,25655.0,761.0,US
2020-06-18,28059.0,727.0,US
2020-06-19,30836.0,698.0,US
2020-06-20,32025.0,546.0,US
2020-06-21,26379.0,257.0,US
2020-06-22,30466.0,360.0,US
2020-06-23,35060.0,833.0,US
2020-06-24,36989.0,767.0,US
2020-06-25,41173.0,2466.0,US
2020-06-26,45528.0,633.0,US
2020-06-27,42299.0,511.0,US
2020-06-28,39508.0,271.0,US
2020-06-29,39496.0,347.0,US
2020-06-30,48389.0,1300.0,US
2020-07-01,49975.0,642.0,US
2020-07-02,55559.0,723.0,US
2020-07-03,57154.0,591.0,US
2020-07-04,50006.0,261.0,US
2020-07-05,44767.0,262.0,US
2020-07-06,47316.0,391.0,US
2020-07-07,54084.0,958.0,US
2020-07-08,59455.0,948.0,US
2020-07-09,59889.0,841.0,US
2020-07-10,68227.0,828.0,US
2020-07-11,60721.0,675.0,US
2020-07-12,57805.0,395.0,US
2020-07-13,61567.0,425.0,US
2020-07-14,65602.0,954.0,US
2020-07-15,68342.0,971.0,US
2020-07-16,75687.0,958.0,US
2020-07-17,70923.0,901.0,US
2020-07-18,62451.0,775.0,US
2020-07-19,62275.0,412.0,US
2020-07-20,59888.0,531.0,US
2020-07-21,65277.0,1127.0,US
2020-07-22,69739.0,1136.0,US
2020-07-23,70006.0,1116.0,US
2020-07-24,73525.0,1146.0,US
2020-07-25,66776.0,884.0,US
2020-07-26,54217.0,440.0,US
2020-07-27,59181.0,1696.0,US
2020-07-28,63116.0,1327.0,US
2020-07-29,66782.0,1396.0,US
